Level4Tilemap
64, 64
20, 20
7, 8, 9
5, 6
1, 1, 4, 7, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 4, 3, 1, 1, 3, 1, 2, 1
7, 7, 1, 3, 1, 7, 7, 8, 7, 1, 2, 1, 7, 8, 7, 8, 7, 1, 2, 1
1, 2, 1, 1, 7, 7, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 7, 4, 2, 1
1, 2, 1, 7, 7, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 7, 1, 2, 1
1, 2, 1, 7, 1, 1, 2, 2, 1, 1, 2, 1, 1, 4, 2, 1, 7, 1, 2, 1
1, 2, 4, 7, 1, 2, 2, 3, 1, 1, 2, 3, 1, 1, 2, 1, 7, 3, 2, 1
1, 2, 1, 7, 1, 2, 1, 1, 4, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1
1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1
1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 7, 1, 2, 3
1, 2, 1, 7, 1, 2, 1, 1, 1, 2, 3, 1, 1, 2, 2, 1, 7, 1, 2, 1
1, 2, 1, 7, 1, 2, 1, 3, 1, 2, 1, 4, 2, 2, 1, 1, 7, 1, 2, 1
1, 2, 1, 7, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 7, 7, 1, 2, 1
1, 2, 1, 7, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 7, 7, 1, 1, 2, 1
1, 2, 1, 7, 8, 7, 8, 7, 1, 2, 1, 9, 8, 7, 7, 1, 1, 1, 9, 7
1, 2, 1, 1, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1
1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1
